ID,Polski Tytuł,Autor,ISBN,Cykl,Średnia ocena,Liczba ocen,Czytelnicy,Opinie,Ocena użytkownika,Link,Data przeczytania,Na półkach Głowne,Na półkach Pozostałe,Tytuł
4951633,Relikt,Dariusz Domagalski,9788366375680,HAJMDAL (tom 5),"7,0",177,300,21,6,https://lubimyczytac.pl/ksiazka/4951633/relikt,,Przeczytane,,Relikt
4909479,Więzy krwi,Dariusz Domagalski,9788366375260,HAJMDAL (tom 4),"7,1",213,358,24,6,https://lubimyczytac.pl/ksiazka/4909479/wiezy-krwi,,Przeczytane,,Więzy krwi
4869967,Bunt,Dariusz Domagalski,9788365661999,HAJMDAL (tom 3),"6,7",249,402,29,6,https://lubimyczytac.pl/ksiazka/4869967/bunt,,Przeczytane,,Bunt
4863130,Księżyce Monarchy,Dariusz Domagalski,9788365661722,HAJMDAL (tom 2),"6,8",281,450,41,6,https://lubimyczytac.pl/ksiazka/4863130/ksiezyce-monarchy,,Przeczytane,,Księżyce Monarchy
4848454,Początek podróży,Dariusz Domagalski,9788365661609,HAJMDAL (tom 1),"6,6",363,738,64,6,https://lubimyczytac.pl/ksiazka/4848454/poczatek-podrozy,,Przeczytane,,Początek podróży
4945805,Niebiańska rzeka,Dennis E. Taylor,9788367023047,Bobiverse (tom 4),"7,1",460,942,73,7,https://lubimyczytac.pl/ksiazka/4945805/niebianska-rzeka,,Przeczytane,,Heaven's Rver (2020)
4945703,Wszystkie te światy,Dennis E. Taylor,9788366712096,Bobiverse (tom 3),"7,4",649,1231,70,8,https://lubimyczytac.pl/ksiazka/4945703/wszystkie-te-swiaty,,Przeczytane,,All These Worlds (2017)
4929173,Gdyż jest nas wielu,Dennis E. Taylor,9788366409187,Bobiverse (tom 2),"7,5",776,1392,90,8,https://lubimyczytac.pl/ksiazka/4929173/gdyz-jest-nas-wielu,,Przeczytane,,For We Are Many
4909870,Wojna makowa,Rebecca F. Kuang,9788379645275,Wojna makowa (tom 1),"7,5",8362,17077,1193,7,https://lubimyczytac.pl/ksiazka/4909870/wojna-makowa,,Przeczytane,,The Poppy War
4905356,"Nasze imię Legion, nasze imię Bob",Dennis E. Taylor,9788366409484,Bobiverse (tom 1),"7,4",1263,2973,203,8,https://lubimyczytac.pl/ksiazka/4905356/nasze-imie-legion-nasze-imie-bob,,Przeczytane,,We Are Legion (We Are Bob)
5105152,Antykwariat pod salamandrą,Adam Przechrzta,9788367949422,Magiczna Zielona Góra (tom 1),"7,3",577,1325,135,,https://lubimyczytac.pl/ksiazka/5105152/antykwariat-pod-salamandra,,Chcę przeczytać,,Antykwariat pod salamandrą
4937595,Wstrząsy wtórne,Marko Kloos,9788379645893,Wojny palladowe (tom 1),"7,3",238,700,54,,https://lubimyczytac.pl/ksiazka/4937595/wstrzasy-wtorne,,Chcę przeczytać,,Aftershocks
4957028,Beniamin Ashwood,A. C. Cobble,9788379645961,Beniamin Ashwood (tom 1),"6,5",605,1261,134,6,https://lubimyczytac.pl/ksiazka/4957028/beniamin-ashwood,,Przeczytane,,Benjamin Ashwood
4982657,Upadek Lewiatana,James S.A. Corey,9788367023191,Expanse / Ekspansja (tom 9),"7,7",723,1590,84,,https://lubimyczytac.pl/ksiazka/4982657/upadek-lewiatana,,Przeczytane,,Leviathan Falls (2021)
4905284,Gniew Tiamat,James S.A. Corey,9788366409095,Expanse / Ekspansja (tom 8),"7,8",854,1869,76,,https://lubimyczytac.pl/ksiazka/4905284/gniew-tiamat,,Przeczytane,,Tiamath's Wrath (2019)
4899212,Wzlot Persepolis,James S.A. Corey,9788366409439,Expanse / Ekspansja (tom 7),"7,6",929,2065,75,,https://lubimyczytac.pl/ksiazka/4899212/wzlot-persepolis,,Przeczytane,,Persepolis Rising (2017)
4890464,Prochy Babilonu,James S.A. Corey,9788374806237,Expanse / Ekspansja (tom 6),"7,2",1046,2075,88,,https://lubimyczytac.pl/ksiazka/4890464/prochy-babilonu,,Przeczytane,,Babylon's Ashes (2016)
4875309,Gry Nemezis,James S.A. Corey,9788366065383,Expanse / Ekspansja (tom 5),"7,7",1185,2278,87,,https://lubimyczytac.pl/ksiazka/4875309/gry-nemezis,,Przeczytane,,Nemesis Games
4851040,Wrota Abaddona,James S.A. Corey,9788366065031,Expanse / Ekspansja (tom 3),"7,4",1521,2761,114,,https://lubimyczytac.pl/ksiazka/4851040/wrota-abaddona,,Przeczytane,,Abaddon's Gate
4850144,Wojna Kalibana,James S.A. Corey,9788374809245,Expanse / Ekspansja (tom 2),"7,7",1792,3134,146,,https://lubimyczytac.pl/ksiazka/4850144/wojna-kalibana,,Przeczytane,,Caliban's War
4846911,Przebudzenie Lewiatana,James S.A. Corey,9788374809153,Expanse / Ekspansja (tom 1),"7,5",3030,7093,364,,https://lubimyczytac.pl/ksiazka/4846911/przebudzenie-lewiatana,,Przeczytane,,Leviathan Wakes
4864850,Gorączka Ciboli,James S.A. Corey,9788366065307,Expanse / Ekspansja (tom 4),"7,5",1316,2485,96,7,https://lubimyczytac.pl/ksiazka/4864850/goraczka-ciboli,,Przeczytane,,Cibola Burn
5070650,King's Fall,Evan Currie,000-00-0000-00-0,Odyssey One (tom 8),"8,0",3,27,1,,https://lubimyczytac.pl/ksiazka/5070650/king-s-fall,,Przeczytane,,King's Fall
4872617,Odyssey One. W cieniu zagłady,Evan Currie,9788365661845,Odyssey One (tom 7),"7,5",321,606,21,,https://lubimyczytac.pl/ksiazka/4872617/odyssey-one-w-cieniu-zaglady,,Przeczytane,,Odysseus Ascendant
4844115,Odyssey One. Przebudzenie Odyseusza,Evan Currie,9788365661579,Odyssey One (tom 6),"7,3",355,646,27,,https://lubimyczytac.pl/ksiazka/4844115/odyssey-one-przebudzenie-odyseusza,,Przeczytane,,Odysseus Awakening
4325122,Odyssey One. Król wojowników,Evan Currie,9788365661241,Odyssey One (tom 5),"7,5",400,751,29,,https://lubimyczytac.pl/ksiazka/4325122/odyssey-one-krol-wojownikow,,Przeczytane,,Warrior King (2016)
252862,Odyssey One. W ogniu wojny,Evan Currie,9788364030499,Odyssey One (tom 4),"7,4",480,874,33,,https://lubimyczytac.pl/ksiazka/252862/odyssey-one-w-ogniu-wojny,,Przeczytane,,Out of the Black: Odyssey One #4
237760,Odyssey One. Ostatni bastion,Evan Currie,9788364030376,Odyssey One (tom 3),"7,6",529,926,36,,https://lubimyczytac.pl/ksiazka/237760/odyssey-one-ostatni-bastion,,Przeczytane,,Homeworld: Odyssey One
224628,Odyssey One. W samo sedno,Evan Currie,9788364030314,Odyssey One (tom 2),"7,2",579,1000,39,,https://lubimyczytac.pl/ksiazka/224628/odyssey-one-w-samo-sedno,,Przeczytane,,The Heart of Matter: Odyssey One (2012)
197385,Odyssey One. Rozgrywka w ciemno,Evan Currie,9788364030161,Odyssey One (tom 1),"7,2",755,1631,104,,https://lubimyczytac.pl/ksiazka/197385/odyssey-one-rozgrywka-w-ciemno,,Przeczytane,,Into the Black: Odyssey One
5035706,Smoki i demony,Kel Kade,9788379648894,Kroniki mroku/King's Dark Tidings (tom 5),"7,6",390,923,55,6,https://lubimyczytac.pl/ksiazka/5035706/smoki-i-demony,,Przeczytane,,Dragons and Demons
4972811,Królestwa i chaos,Kel Kade,9788379647187,Kroniki mroku/King's Dark Tidings (tom 4),"7,5",652,1161,61,6,https://lubimyczytac.pl/ksiazka/4972811/krolestwa-i-chaos,,Przeczytane,,Kingdoms and Chaos
4972810,Legendy Ahn,Kel Kade,9788379647125,Kroniki mroku/King's Dark Tidings (tom 3),"7,4",766,1297,69,6,https://lubimyczytac.pl/ksiazka/4972810/legendy-ahn,,Przeczytane,,Legends of Ahn (2017)
4972809,Królestwo obłędu,Kel Kade,9788379646807,Kroniki mroku/King's Dark Tidings (tom 2),"7,7",901,1596,113,7,https://lubimyczytac.pl/ksiazka/4972809/krolestwo-obledu,,Przeczytane,,Reign of Madness
4954385,Powiernik mieczy,Kel Kade,9788379646456,Kroniki mroku/King's Dark Tidings (tom 1),"7,2",1244,2828,217,8,https://lubimyczytac.pl/ksiazka/4954385/powiernik-mieczy,,Przeczytane,,Free the Darkness
5073156,Bez prawa do błędu,Wasilij Machanienko,9788367710077,Świat Przeistoczonych (tom 1),"6,9",391,672,69,6,https://lubimyczytac.pl/ksiazka/5073156/bez-prawa-do-bledu,,Przeczytane,,No Mistakes: World of the Changed Series
5114841,Perła południa,Wasilij Machanienko,9788368053425,Świat Przeistoczonych (tom 2),"7,2",238,376,23,7,https://lubimyczytac.pl/ksiazka/5114841/perla-poludnia,,Przeczytane,,Pearl of the South: World of the Changed Series
5074231,Pośród wrogów,Evan Currie,9788367053730,Hayden War (tom 9),"7,4",112,228,15,8,https://lubimyczytac.pl/ksiazka/5074231/posrod-wrogow,,Przeczytane,,Among Enemies
5061631,Pogranicze w ogniu,Evan Currie,000-00-0000-00-0,Hayden War (tom 8),"7,1",129,284,15,6,https://lubimyczytac.pl/ksiazka/5061631/pogranicze-w-ogniu,,Przeczytane,,Border Wars
4815552,Nowe otwarcie,Evan Currie,9788365661487,Hayden War (tom 7),"7,1",220,425,17,6,https://lubimyczytac.pl/ksiazka/4815552/nowe-otwarcie,,Przeczytane,,Open Arms
3788489,De Oppresso Liber,Evan Currie,9788365661074,Hayden War (tom 6),"7,3",261,474,18,7,https://lubimyczytac.pl/ksiazka/3788489/de-oppresso-liber,,Przeczytane,,De Oppresso Liber
3788459,Za wszelką cenę,Evan Currie,9788364030970,Hayden War (tom 5),"7,2",265,486,16,7,https://lubimyczytac.pl/ksiazka/3788459/za-wszelka-cene,,Przeczytane,,By Other Means
309409,Zew Walhalli,Evan Currie,9788364030949,Hayden War (tom 4),"7,4",279,501,16,7,https://lubimyczytac.pl/ksiazka/309409/zew-walhalli,,Przeczytane,,The Valhalla Call
309408,Walkiria w ogniu,Evan Currie,9788364030888,Hayden War (tom 3),"7,3",303,526,14,7,https://lubimyczytac.pl/ksiazka/309408/walkiria-w-ogniu,,Przeczytane,,Valkyrie Burning
300558,Narodziny Walkirii,Evan Currie,9788364030857,Hayden War (tom 2),"7,2",323,572,18,7,https://lubimyczytac.pl/ksiazka/300558/narodziny-walkirii,,Przeczytane,,Valkyrie Rising
292780,Na srebrnych skrzydłach,Evan Currie,9788364030734,Hayden War (tom 1),"7,0",421,871,43,7,https://lubimyczytac.pl/ksiazka/292780/na-srebrnych-skrzydlach,,Przeczytane,,On Silver Wings
5087702,Masa Krytyczna,Craig Alanson,9788367053853,Expeditionary Force (tom 10),"7,8",126,293,12,,https://lubimyczytac.pl/ksiazka/5087702/masa-krytyczna,,Przeczytane,,Expeditionary Force #10: Critical Mass
5034562,Walkiria,Craig Alanson,9788367053495,Expeditionary Force (tom 9),"7,6",150,310,17,,https://lubimyczytac.pl/ksiazka/5034562/walkiria,,Przeczytane,,Expeditionary Force #9: Valkyrie
5019806,Armagedon,Craig Alanson,9788367053341,Expeditionary Force (tom 8),"7,4",159,309,10,,https://lubimyczytac.pl/ksiazka/5019806/armagedon,,Przeczytane,,Expeditionary Force 8: Armagedon
5014044,Renegaci,Craig Alanson,9788367053259,Expeditionary Force (tom 7),"7,3",179,334,13,,https://lubimyczytac.pl/ksiazka/5014044/renegaci,,Przeczytane,,Renegades
4993409,Mavericks,Craig Alanson,9788367053167,Expeditionary Force (tom 6),"7,1",190,384,10,,https://lubimyczytac.pl/ksiazka/4993409/mavericks,,Przeczytane,,Mavericks (2018)
4977674,Godzina zero,Craig Alanson,9788366375956,Expeditionary Force (tom 5),"7,3",219,383,9,,https://lubimyczytac.pl/ksiazka/4977674/godzina-zero,,Przeczytane,,Zero Hour (2017)
4972110,Black Ops,Craig Alanson,9788366375925,Expeditionary Force (tom 4),"7,2",254,430,13,,https://lubimyczytac.pl/ksiazka/4972110/black-ops,,Przeczytane,,Black Ops (2017)
4978271,Kłopoty na Paradise,Craig Alanson,9788366375987,Expeditionary Force (tom 3.5),"6,9",163,310,11,,https://lubimyczytac.pl/ksiazka/4978271/klopoty-na-paradise,,Przeczytane,,Trouble on Paradise
4959327,Paradise,Craig Alanson,9788366375772,Expeditionary Force (tom 3),"7,2",303,498,23,,https://lubimyczytac.pl/ksiazka/4959327/paradise,,Przeczytane,,Paradise (2016)
4939443,SpecOps,Craig Alanson,9788366375505,Expeditionary Force (tom 2),"7,2",349,548,29,,https://lubimyczytac.pl/ksiazka/4939443/specops,,Przeczytane,,SpecOps (2016)
4924157,Dzień Kolumba,Craig Alanson,9788366375352,Expeditionary Force (tom 1),"7,3",466,996,69,,https://lubimyczytac.pl/ksiazka/4924157/dzien-kolumba,,Przeczytane,,Columbus Day (2016)
5095506,Świat zieleni,B.V. Larson,9788367053976,Legion nieśmiertelnych (tom 15),"7,1",121,323,5,,https://lubimyczytac.pl/ksiazka/5095506/swiat-zieleni,2024-10-13,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #15. Green Wolrd
5087700,Świat Skraju,B.V. Larson,9788367053884,Legion nieśmiertelnych (tom 14),"7,1",125,339,7,,https://lubimyczytac.pl/ksiazka/5087700/swiat-skraju,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #14. Edge World
5076376,Świat Szkła,B.V. Larson,9788367053792,Legion nieśmiertelnych (tom 13),"7,1",143,350,8,,https://lubimyczytac.pl/ksiazka/5076376/swiat-szkla,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #13. Glass World
5074232,Świat Klonów,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 12),"7,0",154,356,8,,https://lubimyczytac.pl/ksiazka/5074232/swiat-klonow,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #12: CloneWorld
5113703,Tatuażysta z Auschwitz,Heather Morris,9788367996976,Tatuażysta z Auschwitz (tom 1),"7,2",18557,31045,2391,1,https://lubimyczytac.pl/ksiazka/5113703/tatuazysta-z-auschwitz,,Przeczytane,,The Tattooist of Auschwitz
5099156,Los pokonanych,Kel Kade,9788379649730,Tajne proroctwo (tom 1),"7,0",294,875,74,6,https://lubimyczytac.pl/ksiazka/5099156/los-pokonanych,,Przeczytane,,Fate of the Fallen
130409,Front burzowy,Jim Butcher,9788374802253,Akta Harry'ego Dresdena (tom 1),"6,6",2162,4469,268,6,https://lubimyczytac.pl/ksiazka/130409/front-burzowy,,Przeczytane,,Storm Front
303278,Placówka Basilisk,David Weber,9788378188681,Honor Harrington (tom 1),"7,6",733,1472,84,,https://lubimyczytac.pl/ksiazka/303278/placowka-basilisk,,Chcę przeczytać,,On Basilisk Station
5026569,Ciemny las,Cixin Liu,9788381884495,Wspomnienie o przeszłości Ziemi (tom 2),"8,0",4601,7989,501,8,https://lubimyczytac.pl/ksiazka/5026569/ciemny-las,,Przeczytane,,黑暗森林 (The Dark Forest) (2008)
4233532,Problem trzech ciał,Cixin Liu,9788381881548,Wspomnienie o przeszłości Ziemi (tom 1),"7,5",8054,17223,1039,8,https://lubimyczytac.pl/ksiazka/4233532/problem-trzech-cial,,Przeczytane,,三体 (The Three-Body Problem) (2006)
5100417,Księstwo Różanego Krzyża,Marcin Świątkowski,9788383303512,Psy Pana (tom 2),"7,0",413,719,79,6,https://lubimyczytac.pl/ksiazka/5100417/ksiestwo-rozanego-krzyza,,Przeczytane,,Księstwo Różanego Krzyża
5077100,Psy Pana,Marcin Świątkowski,9788382106077,Psy Pana (tom 1),"6,6",802,1541,198,6,https://lubimyczytac.pl/ksiazka/5077100/psy-pana,,Przeczytane,,Psy Pana
5034019,Ilion,Dan Simmons,9788367353199,Ilion/Olimp (tom 1),"7,7",999,3278,117,,https://lubimyczytac.pl/ksiazka/5034019/ilion,,Chcę przeczytać,,Ilium
51717,Star Wars: Darth Bane. Dynastia Zła,Drew Karpyshyn,9788324136551,The Essential Legends Collection (tom 0),"7,8",1419,2171,101,8,https://lubimyczytac.pl/ksiazka/51717/star-wars-darth-bane-dynastia-zla,,Przeczytane,Star Wars,Star Wars: Darth Bane. Dynasty of Evil
51716,Star Wars: Darth Bane. Zasada Dwóch,Drew Karpyshyn,9788324136346,Trylogia Dartha Bane'a (tom 2),"7,6",1541,2303,98,8,https://lubimyczytac.pl/ksiazka/51716/star-wars-darth-bane-zasada-dwoch,,Przeczytane,Star Wars,Star Wars: Darth Bane. Rule of Two
136434,Star Wars: Darth Bane. Droga zagłady,Drew Karpyshyn,9788324141715,Trylogia Dartha Bane'a (tom 1),"7,9",878,1414,77,8,https://lubimyczytac.pl/ksiazka/136434/star-wars-darth-bane-droga-zaglady,,Przeczytane,Star Wars,Star Wars: Darth Bane: Path of Destruction
5034334,Ogień i krew. Część 2,George R.R. Martin,9788382025972,Historia Targaryenów (tom 1.2),"7,1",2203,4379,183,8,https://lubimyczytac.pl/ksiazka/5034334/ogien-i-krew-czesc-2,,Przeczytane,Historia Targaryenów,Fire and Blood
5034333,Ogień i krew. Część 1,George R.R. Martin,9788382025965,Historia Targaryenów (tom 1.1),"7,3",3109,6390,327,8,https://lubimyczytac.pl/ksiazka/5034333/ogien-i-krew-czesc-1,,Przeczytane,Historia Targaryenów,Fire and Blood
4966319,Świat Śmierci,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 5),"6,8",276,505,15,,https://lubimyczytac.pl/ksiazka/4966319/swiat-smierci,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #5: Death World
5053076,Świat Burz,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 10),"7,1",188,419,10,,https://lubimyczytac.pl/ksiazka/5053076/swiat-burz,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #10: Storm World
5064307,Świat Pancerza,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 11),"7,1",171,369,14,,https://lubimyczytac.pl/ksiazka/5064307/swiat-pancerza,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #11: Armor World
5029467,Świat Ciemności,B.V. Larson,9788367053433,Legion nieśmiertelnych (tom 9),"7,0",200,392,13,,https://lubimyczytac.pl/ksiazka/5029467/swiat-ciemnosci,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #9: Dark World
5014046,Świat Krwi,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 8),"6,9",220,426,15,,https://lubimyczytac.pl/ksiazka/5014046/swiat-krwi,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #8 Blood World
4999910,Świat Buntowników,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 7),"7,0",239,473,15,,https://lubimyczytac.pl/ksiazka/4999910/swiat-buntownikow,,Przeczytane,Legion Nieśmiertelnych,ROGUE WORLD
4985304,Świat ludzi,B.V. Larson,9788367053105,Legion nieśmiertelnych (tom 6),"7,0",253,491,14,,https://lubimyczytac.pl/ksiazka/4985304/swiat-ludzi,,Przeczytane,Legion Nieśmiertelnych,Home World
4962259,Świat Maszyn,B.V. Larson,000-00-0000-00-0,Legion nieśmiertelnych (tom 4),"6,8",295,521,14,,https://lubimyczytac.pl/ksiazka/4962259/swiat-maszyn,,Przeczytane,Legion Nieśmiertelnych,Machine World (Undying Mercenaries Book 4)
4941337,Świat Postępu,B.V. Larson,9788366375598,Legion nieśmiertelnych (tom 3),"6,7",323,575,21,,https://lubimyczytac.pl/ksiazka/4941337/swiat-postepu,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #3: Tech World
4941336,Świat Pyłu,B.V. Larson,9788366375567,Legion nieśmiertelnych (tom 2),"6,8",367,629,35,,https://lubimyczytac.pl/ksiazka/4941336/swiat-pylu,,Przeczytane,Legion Nieśmiertelnych,Undying Mercenaries #2: Dust World
4997165,Świat stali,B.V. Larson,9788366375253,Legion nieśmiertelnych (tom 1),"6,8",550,1073,79,,https://lubimyczytac.pl/ksiazka/4997165/swiat-stali,,Przeczytane,Legion Nieśmiertelnych,Steel world
5060263,Dar anomalii. Księga 1,Paweł Zbroszczyk,9788396718709,Dar anomalii (tom 1),"7,4",775,1469,291,,https://lubimyczytac.pl/ksiazka/5060263/dar-anomalii-ksiega-1,,Przeczytane,,Dar anomalii. Księga 1
5012783,Posłaniec,Krzysztof Barrek,9788367036504,Upadek cesarstwa (tom 1),"7,2",212,384,45,7,https://lubimyczytac.pl/ksiazka/5012783/poslaniec,,Przeczytane,,Posłaniec
4918579,Pierwotny,Małgorzata Lisińska,9788379952748,Tropiciel (tom 3),"6,9",174,313,24,,https://lubimyczytac.pl/ksiazka/4918579/pierwotny,,Przeczytane,,Pierwotny
4863627,Czarownica,Małgorzata Lisińska,9788379952175,Tropiciel (tom 2),"7,1",272,446,41,,https://lubimyczytac.pl/ksiazka/4863627/czarownica,,Przeczytane,,Czarownica
4813063,Tropiciel,Małgorzata Lisińska,9788379951253,Tropiciel (tom 1),"6,8",438,749,75,,https://lubimyczytac.pl/ksiazka/4813063/tropiciel,,Przeczytane,,Tropiciel
5033814,Star Wars: Mistrz i uczeń,Claudia Gray,9788382623031,,"7,3",265,455,40,8,https://lubimyczytac.pl/ksiazka/5033814/star-wars-mistrz-i-uczen,,Przeczytane,,Star Wars: Master &amp; Apprentice
4940009,Star Wars: Thrawn: Zdrada,Timothy Zahn,9788328078635,Thrawn (tom 3),"7,5",189,400,23,,https://lubimyczytac.pl/ksiazka/4940009/star-wars-thrawn-zdrada,,Chcę przeczytać,,Star Wars: Thrawn: Treason
4915682,Star Wars: Thrawn: Sojusze,Timothy Zahn,9788328070417,Thrawn (tom 2),"6,6",248,483,33,,https://lubimyczytac.pl/ksiazka/4915682/star-wars-thrawn-sojusze,,Chcę przeczytać,,Star Wars: Thrawn: Alliances
4904667,Star Wars: Thrawn,Timothy Zahn,9788328068247,Thrawn (tom 1),"7,9",302,654,39,,https://lubimyczytac.pl/ksiazka/4904667/star-wars-thrawn,,Chcę przeczytać,,Star Wars. Thrawn
4978560,Do gwiazd,Brandon Sanderson,000-00-0000-00-0,Skyward (tom 1),"8,0",1767,4019,267,,https://lubimyczytac.pl/ksiazka/4978560/do-gwiazd,,Chcę przeczytać,,Skyward
5040519,Kapitularz Diuną,Frank Herbert,9788381884648,Kroniki Diuny (tom 6),"7,1",1943,5021,116,,https://lubimyczytac.pl/ksiazka/5040519/kapitularz-diuna,,Przeczytane,Kroniki Diuny,Chapterhouse: Dune
5040518,Heretycy Diuny,Frank Herbert,000-00-0000-00-0,Kroniki Diuny (tom 5),"7,3",2601,6082,141,,https://lubimyczytac.pl/ksiazka/5040518/heretycy-diuny,,Przeczytane,Kroniki Diuny,Heretics of Dune
5114517,Bóg Imperator Diuny,Frank Herbert,9788381884754,Kroniki Diuny (tom 4),"7,3",4323,8834,271,,https://lubimyczytac.pl/ksiazka/5114517/bog-imperator-diuny,,Przeczytane,Kroniki Diuny,God Emperor of Dune
5040514,Dzieci Diuny,Frank Herbert,9788381884792,Kroniki Diuny (tom 3),"7,4",1484,2769,96,,https://lubimyczytac.pl/ksiazka/5040514/dzieci-diuny,,Przeczytane,Kroniki Diuny,Children of Dune
8601,Mesjasz Diuny,Frank Herbert,9788373017252,Kroniki Diuny (tom 2),"7,3",5943,9886,380,,https://lubimyczytac.pl/ksiazka/8601/mesjasz-diuny,,Przeczytane,Kroniki Diuny,Dune Messiah
